# sequana_coverage thresholds:-3.00,3.00,0.50,0.50 window_size:2001 circular:True gc_window_size:201
# JB409847: [{'mu': 0.85606077220333165, 'sigma': 0.24990500986642308, 'pi': 0.2154707467087344}, {'mu': 1.0075128899677164, 'sigma': 0.049589144912210725, 'pi': 0.78452925329126555}]
chr,pos,cov,gc,rm,scale,zscore
JB409847,15021,1103,0.478,1.1e+03,1.01,-0.00417
JB409847,15022,1105,0.473,1.1e+03,1.01,0.0327
JB409847,15023,1109,0.473,1.1e+03,1.01,0.106
JB409847,15024,1103,0.473,1.1e+03,1.01,-0.00417
JB409847,15025,1102,0.478,1.1e+03,1.01,-0.0226
JB409847,15026,1101,0.478,1.1e+03,1.01,-0.041
JB409847,15027,1098,0.478,1.1e+03,1,-0.0963
JB409847,15028,1096,0.473,1.1e+03,1,-0.133
JB409847,15029,1097,0.468,1.1e+03,1,-0.115
JB409847,15030,1094,0.463,1.1e+03,0.999,-0.17
JB409847,15031,1099,0.463,1.1e+03,1,-0.0778
JB409847,15032,1100,0.458,1.1e+03,1,-0.0594
JB409847,15033,1101,0.458,1.1e+03,1.01,-0.041
JB409847,15034,1101,0.458,1.1e+03,1.01,-0.041
JB409847,15035,1100,0.453,1.1e+03,1,-0.0594
JB409847,15036,1103,0.453,1.1e+03,1.01,-0.00417
JB409847,15037,1101,0.453,1.1e+03,1.01,-0.041
JB409847,15038,1102,0.458,1.1e+03,1.01,-0.0226
JB409847,15039,1103,0.458,1.1e+03,1.01,-0.00417
JB409847,15040,1104,0.458,1.1e+03,1.01,0.0142
JB409847,15041,1099,0.458,1.1e+03,1,-0.0778
JB409847,15042,1094,0.453,1.1e+03,0.999,-0.17
JB409847,15043,1092,0.453,1.1e+03,0.997,-0.207
JB409847,15044,1088,0.458,1.1e+03,0.994,-0.28
JB409847,15045,1092,0.453,1.1e+03,0.997,-0.207
JB409847,15046,1091,0.453,1.1e+03,0.996,-0.225
JB409847,15047,1091,0.448,1.1e+03,0.996,-0.225
JB409847,15048,1092,0.443,1.1e+03,0.997,-0.207
JB409847,15049,1091,0.448,1.1e+03,0.996,-0.225
JB409847,15050,1095,0.448,1.1e+03,1,-0.152
JB409847,15051,1091,0.448,1.1e+03,0.996,-0.225
JB409847,15052,1091,0.448,1.1e+03,0.996,-0.225
JB409847,15053,1098,0.448,1.1e+03,1,-0.0963
JB409847,15054,1095,0.453,1.1e+03,1,-0.152
JB409847,15055,1095,0.453,1.1e+03,1,-0.152
JB409847,15056,1097,0.453,1.1e+03,1,-0.115
JB409847,15057,1100,0.448,1.1e+03,1,-0.0594
JB409847,15058,1100,0.453,1.1e+03,1,-0.0779
JB409847,15059,1100,0.448,1.1e+03,1,-0.0779
JB409847,15060,1099,0.448,1.1e+03,1,-0.0963
JB409847,15061,1096,0.448,1.1e+03,1,-0.152
JB409847,15062,1095,0.443,1.1e+03,0.999,-0.17
JB409847,15063,1097,0.448,1.1e+03,1,-0.133
JB409847,15064,1092,0.448,1.1e+03,0.996,-0.225
JB409847,15065,1092,0.448,1.1e+03,0.996,-0.225
JB409847,15066,1092,0.448,1.1e+03,0.996,-0.225
JB409847,15067,1087,0.453,1.1e+03,0.992,-0.317
JB409847,15068,1088,0.453,1.1e+03,0.993,-0.299
JB409847,15069,1089,0.453,1.1e+03,0.994,-0.28
JB409847,15070,1092,0.453,1.1e+03,0.996,-0.225
JB409847,15071,1093,0.453,1.1e+03,0.997,-0.207
JB409847,15072,1097,0.458,1.1e+03,1,-0.133
JB409847,15073,1094,0.463,1.1e+03,0.998,-0.188
JB409847,15074,1094,0.463,1.1e+03,0.998,-0.188
JB409847,15075,1096,0.458,1.1e+03,1,-0.152
JB409847,15076,1094,0.463,1.1e+03,0.998,-0.188
JB409847,15077,1089,0.463,1.1e+03,0.994,-0.28
JB409847,15078,1089,0.463,1.1e+03,0.994,-0.28
JB409847,15079,1087,0.463,1.1e+03,0.992,-0.317
JB409847,15080,1084,0.468,1.1e+03,0.989,-0.372
JB409847,15081,1082,0.468,1.1e+03,0.987,-0.409
JB409847,15082,1083,0.463,1.1e+03,0.988,-0.391
JB409847,15083,1082,0.463,1.1e+03,0.987,-0.409
JB409847,15084,1083,0.463,1.1e+03,0.988,-0.391
JB409847,15085,1082,0.463,1.1e+03,0.987,-0.409
JB409847,15086,1079,0.468,1.1e+03,0.984,-0.464
JB409847,15087,1080,0.463,1.1e+03,0.985,-0.446
JB409847,15088,1080,0.463,1.1e+03,0.985,-0.446
JB409847,15089,1080,0.458,1.1e+03,0.985,-0.446
JB409847,15090,1081,0.453,1.1e+03,0.986,-0.427
JB409847,15091,1077,0.453,1.1e+03,0.983,-0.501
JB409847,15092,1078,0.453,1.1e+03,0.984,-0.483
JB409847,15093,1076,0.448,1.1e+03,0.982,-0.519
JB409847,15094,1074,0.448,1.1e+03,0.98,-0.556
JB409847,15095,1074,0.453,1.1e+03,0.98,-0.556
JB409847,15096,1075,0.453,1.1e+03,0.981,-0.538
JB409847,15097,1081,0.458,1.1e+03,0.986,-0.427
JB409847,15098,1080,0.453,1.1e+03,0.985,-0.446
JB409847,15099,1077,0.458,1.1e+03,0.982,-0.519
JB409847,15100,1078,0.458,1.1e+03,0.983,-0.501
JB409847,15101,1078,0.453,1.1e+03,0.983,-0.501
JB409847,15102,1082,0.458,1.1e+03,0.986,-0.427
JB409847,15103,1080,0.453,1.1e+03,0.985,-0.464
JB409847,15104,1078,0.453,1.1e+03,0.983,-0.501
JB409847,15105,1070,0.453,1.1e+03,0.975,-0.648
JB409847,15106,1069,0.458,1.1e+03,0.974,-0.666
JB409847,15107,1069,0.458,1.1e+03,0.974,-0.666
JB409847,15108,1068,0.458,1.1e+03,0.974,-0.685
JB409847,15109,1069,0.458,1.1e+03,0.974,-0.666
JB409847,15110,1069,0.458,1.1e+03,0.974,-0.666
JB409847,15111,1066,0.453,1.1e+03,0.972,-0.721
JB409847,15112,1060,0.448,1.1e+03,0.966,-0.832
JB409847,15113,1062,0.448,1.1e+03,0.968,-0.795
JB409847,15114,1061,0.448,1.1e+03,0.967,-0.813
JB409847,15115,1065,0.443,1.1e+03,0.971,-0.74
JB409847,15116,1058,0.438,1.1e+03,0.964,-0.868
JB409847,15117,1053,0.438,1.1e+03,0.96,-0.96
JB409847,15118,1050,0.433,1.1e+03,0.957,-1.02
JB409847,15119,1049,0.433,1.1e+03,0.956,-1.03
JB409847,15120,1051,0.433,1.1e+03,0.958,-0.997
JB409847,15121,1050,0.428,1.1e+03,0.957,-1.02
JB409847,15122,1049,0.433,1.1e+03,0.956,-1.03
JB409847,15123,1048,0.433,1.1e+03,0.955,-1.05
JB409847,15124,1048,0.433,1.1e+03,0.954,-1.07
JB409847,15125,1046,0.438,1.1e+03,0.953,-1.11
JB409847,15126,1044,0.443,1.1e+03,0.951,-1.14
JB409847,15127,1045,0.443,1.1e+03,0.952,-1.12
JB409847,15128,1047,0.448,1.1e+03,0.954,-1.09
JB409847,15129,1046,0.448,1.1e+03,0.953,-1.11
JB409847,15130,1040,0.448,1.1e+03,0.947,-1.22
JB409847,15131,1038,0.448,1.1e+03,0.945,-1.25
JB409847,15132,1036,0.448,1.1e+03,0.944,-1.29
JB409847,15133,1041,0.443,1.1e+03,0.948,-1.2
JB409847,15134,1041,0.448,1.1e+03,0.948,-1.2
JB409847,15135,1043,0.448,1.1e+03,0.95,-1.16
JB409847,15136,1046,0.448,1.1e+03,0.953,-1.11
JB409847,15137,1046,0.448,1.1e+03,0.953,-1.11
JB409847,15138,1050,0.448,1.1e+03,0.956,-1.03
JB409847,15139,1053,0.443,1.1e+03,0.959,-0.978
JB409847,15140,1056,0.443,1.1e+03,0.962,-0.923
JB409847,15141,1056,0.443,1.1e+03,0.962,-0.923
JB409847,15142,1054,0.438,1.1e+03,0.96,-0.96
JB409847,15143,1060,0.438,1.1e+03,0.965,-0.849
JB409847,15144,1062,0.433,1.1e+03,0.967,-0.813
JB409847,15145,1060,0.438,1.1e+03,0.965,-0.849
JB409847,15146,1057,0.438,1.1e+03,0.963,-0.905
JB409847,15147,1055,0.438,1.1e+03,0.961,-0.941
JB409847,15148,1055,0.438,1.1e+03,0.961,-0.941
JB409847,15149,1055,0.438,1.1e+03,0.961,-0.941
JB409847,15150,1053,0.443,1.1e+03,0.959,-0.978
JB409847,15151,1049,0.448,1.1e+03,0.955,-1.05
JB409847,15152,1054,0.448,1.1e+03,0.96,-0.96
JB409847,15153,1056,0.448,1.1e+03,0.962,-0.923
JB409847,15154,1060,0.443,1.1e+03,0.965,-0.849
JB409847,15155,1063,0.448,1.1e+03,0.968,-0.794
JB409847,15156,1067,0.443,1.1e+03,0.972,-0.721
JB409847,15157,1064,0.438,1.1e+03,0.969,-0.776
JB409847,15158,1064,0.443,1.1e+03,0.969,-0.776
JB409847,15159,1067,0.443,1.1e+03,0.971,-0.739
JB409847,15160,1066,0.448,1.1e+03,0.97,-0.757
JB409847,15161,1064,0.453,1.1e+03,0.968,-0.794
JB409847,15162,1063,0.448,1.1e+03,0.967,-0.812
JB409847,15163,1063,0.453,1.1e+03,0.967,-0.812
JB409847,15164,1063,0.458,1.1e+03,0.967,-0.812
JB409847,15165,1067,0.458,1.1e+03,0.971,-0.739
JB409847,15166,1069,0.453,1.1e+03,0.973,-0.702
JB409847,15167,1073,0.453,1.1e+03,0.976,-0.629
JB409847,15168,1074,0.448,1.1e+03,0.977,-0.61
JB409847,15169,1073,0.448,1.1e+03,0.976,-0.629
JB409847,15170,1075,0.448,1.1e+03,0.978,-0.592
JB409847,15171,1075,0.443,1.1e+03,0.978,-0.592
JB409847,15172,1081,0.443,1.1e+03,0.984,-0.482
JB409847,15173,1076,0.448,1.1e+03,0.979,-0.574
JB409847,15174,1073,0.448,1.1e+03,0.976,-0.629
JB409847,15175,1071,0.453,1.1e+03,0.975,-0.665
JB409847,15176,1072,0.448,1.1e+03,0.975,-0.647
JB409847,15177,1069,0.448,1.1e+03,0.973,-0.702
JB409847,15178,1059,0.448,1.1e+03,0.964,-0.885
JB409847,15179,1059,0.443,1.1e+03,0.964,-0.885
JB409847,15180,1060,0.438,1.1e+03,0.965,-0.867
JB409847,15181,1060,0.433,1.1e+03,0.965,-0.867
JB409847,15182,1061,0.438,1.1e+03,0.965,-0.849
JB409847,15183,1065,0.433,1.1e+03,0.969,-0.775
JB409847,15184,1069,0.438,1.1e+03,0.973,-0.702
JB409847,15185,1068,0.438,1.1e+03,0.972,-0.72
JB409847,15186,1067,0.433,1.1e+03,0.971,-0.739
JB409847,15187,1067,0.428,1.1e+03,0.971,-0.739
JB409847,15188,1067,0.433,1.1e+03,0.971,-0.739
JB409847,15189,1066,0.433,1.1e+03,0.97,-0.757
JB409847,15190,1061,0.433,1.1e+03,0.965,-0.849
JB409847,15191,1060,0.433,1.1e+03,0.965,-0.867
JB409847,15192,1063,0.438,1.1e+03,0.967,-0.812
JB409847,15193,1065,0.443,1.1e+03,0.968,-0.793
JB409847,15194,1069,0.443,1.1e+03,0.972,-0.72
JB409847,15195,1065,0.443,1.1e+03,0.968,-0.793
JB409847,15196,1058,0.438,1.1e+03,0.962,-0.921
JB409847,15197,1058,0.443,1.1e+03,0.962,-0.921
JB409847,15198,1058,0.438,1.1e+03,0.962,-0.921
JB409847,15199,1058,0.438,1.1e+03,0.962,-0.921
JB409847,15200,1059,0.438,1.1e+03,0.963,-0.903
JB409847,15201,1060,0.438,1.1e+03,0.964,-0.885
JB409847,15202,1062,0.438,1.1e+03,0.965,-0.848
JB409847,15203,1060,0.443,1.1e+03,0.964,-0.885
JB409847,15204,1058,0.443,1.1e+03,0.962,-0.921
JB409847,15205,1054,0.443,1.1e+03,0.958,-0.995
JB409847,15206,1057,0.443,1.1e+03,0.961,-0.94
JB409847,15207,1053,0.448,1.1e+03,0.957,-1.01
JB409847,15208,1050,0.443,1.1e+03,0.955,-1.07
JB409847,15209,1050,0.448,1.1e+03,0.955,-1.07
JB409847,15210,1046,0.453,1.1e+03,0.951,-1.14
JB409847,15211,1041,0.448,1.1e+03,0.946,-1.23
JB409847,15212,1043,0.443,1.1e+03,0.948,-1.2
JB409847,15213,1040,0.448,1.1e+03,0.945,-1.25
JB409847,15214,1043,0.443,1.1e+03,0.948,-1.2
JB409847,15215,1044,0.438,1.1e+03,0.949,-1.18
JB409847,15216,1044,0.443,1.1e+03,0.949,-1.18
JB409847,15217,1042,0.443,1.1e+03,0.947,-1.21
JB409847,15218,1041,0.438,1.1e+03,0.946,-1.25
JB409847,15219,1039,0.443,1.1e+03,0.944,-1.29
JB409847,15220,1037,0.448,1.1e+03,0.942,-1.32
JB409847,15221,1035,0.448,1.1e+03,0.94,-1.36
JB409847,15222,1040,0.448,1.1e+03,0.945,-1.27
JB409847,15223,1041,0.448,1.1e+03,0.946,-1.25
JB409847,15224,1046,0.448,1.1e+03,0.95,-1.16
JB409847,15225,1047,0.443,1.1e+03,0.951,-1.14
JB409847,15226,1049,0.438,1.1e+03,0.953,-1.1
JB409847,15227,1045,0.443,1.1e+03,0.949,-1.18
JB409847,15228,1051,0.448,1.1e+03,0.955,-1.07
JB409847,15229,1051,0.448,1.1e+03,0.955,-1.07
JB409847,15230,1050,0.453,1.1e+03,0.954,-1.09
JB409847,15231,1050,0.453,1.1e+03,0.954,-1.09
JB409847,15232,1055,0.453,1.1e+03,0.958,-0.994
JB409847,15233,1059,0.453,1.1e+03,0.962,-0.921
JB409847,15234,1061,0.453,1.1e+03,0.964,-0.884
JB409847,15235,1060,0.453,1.1e+03,0.963,-0.902
JB409847,15236,1056,0.453,1.1e+03,0.959,-0.976
JB409847,15237,1058,0.448,1.1e+03,0.961,-0.939
JB409847,15238,1063,0.448,1.1e+03,0.965,-0.848
JB409847,15239,1066,0.448,1.1e+03,0.968,-0.793
JB409847,15240,1066,0.443,1.1e+03,0.968,-0.793
JB409847,15241,1064,0.443,1.1e+03,0.966,-0.829
JB409847,15242,1065,0.448,1.1e+03,0.967,-0.811
JB409847,15243,1067,0.448,1.1e+03,0.969,-0.774
JB409847,15244,1069,0.453,1.1e+03,0.971,-0.738
JB409847,15245,1071,0.448,1.1e+03,0.973,-0.701
JB409847,15246,1071,0.448,1.1e+03,0.972,-0.719
JB409847,15247,1069,0.448,1.1e+03,0.97,-0.755
JB409847,15248,1066,0.453,1.1e+03,0.967,-0.81
JB409847,15249,1062,0.453,1.1e+03,0.964,-0.883
JB409847,15250,1063,0.448,1.1e+03,0.965,-0.865
JB409847,15251,1063,0.448,1.1e+03,0.965,-0.865
JB409847,15252,1064,0.453,1.1e+03,0.966,-0.847
JB409847,15253,1065,0.448,1.1e+03,0.966,-0.829
JB409847,15254,1046,0.453,1.1e+03,0.949,-1.18
JB409847,15255,1043,0.448,1.1e+03,0.946,-1.23
JB409847,15256,1044,0.448,1.1e+03,0.947,-1.21
JB409847,15257,1043,0.443,1.1e+03,0.946,-1.23
JB409847,15258,1047,0.448,1.1e+03,0.95,-1.16
JB409847,15259,1047,0.443,1.1e+03,0.95,-1.16
JB409847,15260,1055,0.443,1.1e+03,0.957,-1.01
JB409847,15261,1060,0.448,1.1e+03,0.962,-0.92
JB409847,15262,1059,0.453,1.1e+03,0.961,-0.938
JB409847,15263,1058,0.458,1.1e+03,0.96,-0.957
JB409847,15264,1057,0.453,1.1e+03,0.959,-0.975
JB409847,15265,1062,0.453,1.1e+03,0.964,-0.883
JB409847,15266,1063,0.448,1.1e+03,0.965,-0.865
JB409847,15267,1063,0.443,1.1e+03,0.965,-0.865
JB409847,15268,1065,0.443,1.1e+03,0.966,-0.829
JB409847,15269,1064,0.438,1.1e+03,0.966,-0.847
JB409847,15270,1063,0.438,1.1e+03,0.965,-0.865
JB409847,15271,1062,0.438,1.1e+03,0.964,-0.883
JB409847,15272,1059,0.443,1.1e+03,0.961,-0.938
JB409847,15273,1058,0.443,1.1e+03,0.96,-0.957
JB409847,15274,1050,0.443,1.1e+03,0.953,-1.1
JB409847,15275,1053,0.448,1.1e+03,0.956,-1.05
JB409847,15276,1055,0.448,1.1e+03,0.957,-1.01
JB409847,15277,1054,0.443,1.1e+03,0.956,-1.03
JB409847,15278,1060,0.438,1.1e+03,0.962,-0.92
JB409847,15279,1058,0.443,1.1e+03,0.96,-0.957
JB409847,15280,1061,0.443,1.1e+03,0.963,-0.902
JB409847,15281,1059,0.443,1.1e+03,0.961,-0.938
JB409847,15282,1057,0.448,1.1e+03,0.959,-0.975
JB409847,15283,1050,0.453,1.1e+03,0.953,-1.1
JB409847,15284,1051,0.458,1.1e+03,0.954,-1.08
JB409847,15285,1046,0.453,1.1e+03,0.949,-1.18
JB409847,15286,1045,0.453,1.1e+03,0.948,-1.19
JB409847,15287,1040,0.448,1.1e+03,0.944,-1.29
JB409847,15288,1040,0.448,1.1e+03,0.944,-1.29
JB409847,15289,1042,0.448,1.1e+03,0.946,-1.25
JB409847,15290,1042,0.448,1.1e+03,0.946,-1.25
JB409847,15291,1039,0.453,1.1e+03,0.943,-1.3
JB409847,15292,1041,0.448,1.1e+03,0.945,-1.27
JB409847,15293,1039,0.448,1.1e+03,0.943,-1.3
JB409847,15294,1040,0.448,1.1e+03,0.944,-1.29
JB409847,15295,1044,0.448,1.1e+03,0.947,-1.21
JB409847,15296,1044,0.448,1.1e+03,0.947,-1.21
JB409847,15297,1045,0.453,1.1e+03,0.948,-1.19
JB409847,15298,1040,0.448,1.1e+03,0.944,-1.29
JB409847,15299,1042,0.448,1.1e+03,0.946,-1.25
JB409847,15300,1042,0.448,1.1e+03,0.946,-1.25
JB409847,15301,1041,0.453,1.1e+03,0.945,-1.27
JB409847,15302,1041,0.453,1.1e+03,0.945,-1.27
JB409847,15303,1042,0.448,1.1e+03,0.946,-1.25
JB409847,15304,1044,0.448,1.1e+03,0.947,-1.21
JB409847,15305,1048,0.453,1.1e+03,0.951,-1.14
JB409847,15306,1044,0.453,1.1e+03,0.947,-1.21
JB409847,15307,1047,0.453,1.1e+03,0.95,-1.16
JB409847,15308,1047,0.458,1.1e+03,0.95,-1.16
JB409847,15309,1055,0.453,1.1e+03,0.957,-1.01
JB409847,15310,1050,0.453,1.1e+03,0.953,-1.1
JB409847,15311,1046,0.453,1.1e+03,0.949,-1.18
JB409847,15312,1048,0.453,1.1e+03,0.951,-1.14
JB409847,15313,1045,0.453,1.1e+03,0.948,-1.19
JB409847,15314,1045,0.453,1.1e+03,0.948,-1.19
JB409847,15315,1043,0.458,1.1e+03,0.946,-1.23
JB409847,15316,1044,0.463,1.1e+03,0.947,-1.21
JB409847,15317,1039,0.468,1.1e+03,0.943,-1.3
JB409847,15318,1040,0.468,1.1e+03,0.944,-1.29
JB409847,15319,1038,0.468,1.1e+03,0.942,-1.32
JB409847,15320,1038,0.468,1.1e+03,0.942,-1.32
JB409847,15321,1038,0.463,1.1e+03,0.942,-1.32
JB409847,15322,1040,0.463,1.1e+03,0.944,-1.29
JB409847,15323,1040,0.463,1.1e+03,0.944,-1.29
JB409847,15324,1038,0.458,1.1e+03,0.942,-1.32
JB409847,15325,1036,0.458,1.1e+03,0.94,-1.36
JB409847,15326,1032,0.453,1.1e+03,0.936,-1.43
JB409847,15327,1034,0.448,1.1e+03,0.938,-1.4
JB409847,15328,1031,0.453,1.1e+03,0.936,-1.45
JB409847,15329,1032,0.448,1.1e+03,0.936,-1.43
JB409847,15330,1033,0.448,1.1e+03,0.937,-1.41
JB409847,15331,1035,0.448,1.1e+03,0.939,-1.38
JB409847,15332,1035,0.448,1.1e+03,0.939,-1.38
JB409847,15333,1036,0.443,1.1e+03,0.94,-1.36
JB409847,15334,1038,0.448,1.1e+03,0.942,-1.32
JB409847,15335,1035,0.448,1.1e+03,0.939,-1.38
JB409847,15336,1037,0.443,1.1e+03,0.941,-1.34
JB409847,15337,1035,0.443,1.1e+03,0.939,-1.38
JB409847,15338,1034,0.448,1.1e+03,0.938,-1.4
JB409847,15339,1035,0.448,1.1e+03,0.939,-1.38
JB409847,15340,1037,0.448,1.1e+03,0.941,-1.34
JB409847,15341,1037,0.448,1.1e+03,0.941,-1.34
JB409847,15342,1039,0.448,1.1e+03,0.943,-1.3
JB409847,15343,1034,0.453,1.1e+03,0.938,-1.4
JB409847,15344,1030,0.448,1.1e+03,0.935,-1.47
JB409847,15345,1038,0.453,1.1e+03,0.942,-1.32
JB409847,15346,1034,0.448,1.1e+03,0.938,-1.4
JB409847,15347,1033,0.448,1.1e+03,0.937,-1.41
JB409847,15348,1035,0.448,1.1e+03,0.939,-1.38
JB409847,15349,1036,0.448,1.1e+03,0.94,-1.36
JB409847,15350,1035,0.448,1.1e+03,0.939,-1.38
JB409847,15351,1034,0.443,1.1e+03,0.938,-1.4
JB409847,15352,1036,0.438,1.1e+03,0.94,-1.36
JB409847,15353,1040,0.438,1.1e+03,0.944,-1.29
JB409847,15354,1042,0.438,1.1e+03,0.946,-1.25
JB409847,15355,1040,0.443,1.1e+03,0.944,-1.29
JB409847,15356,1042,0.438,1.1e+03,0.946,-1.25
JB409847,15357,1043,0.438,1.1e+03,0.946,-1.23
JB409847,15358,1043,0.443,1.1e+03,0.946,-1.23
JB409847,15359,1041,0.438,1.1e+03,0.945,-1.27
JB409847,15360,1045,0.433,1.1e+03,0.948,-1.19
JB409847,15361,1047,0.428,1.1e+03,0.95,-1.16
JB409847,15362,1047,0.423,1.1e+03,0.95,-1.16
JB409847,15363,1049,0.423,1.1e+03,0.952,-1.12
JB409847,15364,1048,0.418,1.1e+03,0.951,-1.14
JB409847,15365,1048,0.413,1.1e+03,0.951,-1.14
JB409847,15366,1048,0.413,1.1e+03,0.951,-1.14
JB409847,15367,1044,0.418,1.1e+03,0.947,-1.21
JB409847,15368,1046,0.418,1.1e+03,0.949,-1.18
JB409847,15369,1051,0.418,1.1e+03,0.954,-1.08
JB409847,15370,1050,0.423,1.1e+03,0.953,-1.1
JB409847,15371,1047,0.418,1.1e+03,0.95,-1.16
JB409847,15372,1049,0.418,1.1e+03,0.952,-1.12
JB409847,15373,1047,0.423,1.1e+03,0.95,-1.16
JB409847,15374,1045,0.423,1.1e+03,0.948,-1.19
JB409847,15375,1048,0.428,1.1e+03,0.951,-1.14
JB409847,15376,1049,0.423,1.1e+03,0.952,-1.12
JB409847,15377,1048,0.423,1.1e+03,0.951,-1.14
JB409847,15378,1048,0.428,1.1e+03,0.951,-1.14
JB409847,15379,1046,0.428,1.1e+03,0.949,-1.18
JB409847,15380,1045,0.433,1.1e+03,0.948,-1.19
JB409847,15381,1053,0.438,1.1e+03,0.956,-1.05
JB409847,15382,1050,0.443,1.1e+03,0.953,-1.1
JB409847,15383,1058,0.438,1.1e+03,0.96,-0.957
JB409847,15384,1066,0.443,1.1e+03,0.967,-0.81
JB409847,15385,1063,0.443,1.1e+03,0.965,-0.865
JB409847,15386,1062,0.443,1.1e+03,0.964,-0.883
JB409847,15387,1064,0.448,1.1e+03,0.966,-0.847
JB409847,15388,1063,0.448,1.1e+03,0.965,-0.865
JB409847,15389,1062,0.448,1.1e+03,0.964,-0.883
JB409847,15390,1062,0.453,1.1e+03,0.964,-0.883
JB409847,15391,1060,0.453,1.1e+03,0.962,-0.92
JB409847,15392,1061,0.453,1.1e+03,0.963,-0.902
JB409847,15393,1062,0.453,1.1e+03,0.964,-0.883
JB409847,15394,1060,0.453,1.1e+03,0.962,-0.92
JB409847,15395,1063,0.458,1.1e+03,0.965,-0.865
JB409847,15396,1064,0.458,1.1e+03,0.966,-0.847
JB409847,15397,1066,0.458,1.1e+03,0.967,-0.81
JB409847,15398,1066,0.458,1.1e+03,0.967,-0.81
JB409847,15399,1064,0.458,1.1e+03,0.966,-0.847
JB409847,15400,1069,0.453,1.1e+03,0.97,-0.755
JB409847,15401,1067,0.458,1.1e+03,0.968,-0.792
JB409847,15402,1065,0.453,1.1e+03,0.966,-0.829
JB409847,15403,1066,0.448,1.1e+03,0.967,-0.81
JB409847,15404,1066,0.448,1.1e+03,0.967,-0.81
JB409847,15405,1070,0.448,1.1e+03,0.971,-0.737
JB409847,15406,1077,0.448,1.1e+03,0.977,-0.609
JB409847,15407,1073,0.448,1.1e+03,0.974,-0.682
JB409847,15408,1074,0.448,1.1e+03,0.975,-0.664
JB409847,15409,1066,0.448,1.1e+03,0.967,-0.81
JB409847,15410,1066,0.448,1.1e+03,0.967,-0.81
JB409847,15411,1069,0.448,1.1e+03,0.97,-0.755
JB409847,15412,1072,0.453,1.1e+03,0.973,-0.7
JB409847,15413,1070,0.453,1.1e+03,0.971,-0.737
JB409847,15414,1074,0.448,1.1e+03,0.975,-0.664
JB409847,15415,1073,0.453,1.1e+03,0.974,-0.682
JB409847,15416,1071,0.458,1.1e+03,0.972,-0.719
JB409847,15417,1070,0.458,1.1e+03,0.971,-0.737
JB409847,15418,1069,0.463,1.1e+03,0.97,-0.755
JB409847,15419,1069,0.463,1.1e+03,0.97,-0.755
JB409847,15420,1071,0.458,1.1e+03,0.972,-0.719
JB409847,15421,1070,0.458,1.1e+03,0.971,-0.737
JB409847,15422,1074,0.458,1.1e+03,0.975,-0.664
JB409847,15423,1075,0.458,1.1e+03,0.975,-0.646
JB409847,15424,1073,0.458,1.1e+03,0.974,-0.682
JB409847,15425,1073,0.463,1.1e+03,0.974,-0.682
JB409847,15426,1071,0.463,1.1e+03,0.972,-0.719
JB409847,15427,1071,0.463,1.1e+03,0.972,-0.719
JB409847,15428,1067,0.463,1.1e+03,0.968,-0.792
JB409847,15429,1063,0.458,1.1e+03,0.965,-0.865
JB409847,15430,1066,0.458,1.1e+03,0.967,-0.81
JB409847,15431,1067,0.458,1.1e+03,0.968,-0.792
JB409847,15432,1066,0.458,1.1e+03,0.967,-0.81
JB409847,15433,1070,0.463,1.1e+03,0.971,-0.737
JB409847,15434,1068,0.463,1.1e+03,0.969,-0.774
JB409847,15435,1077,0.458,1.1e+03,0.977,-0.609
JB409847,15436,1080,0.458,1.1e+03,0.98,-0.554
JB409847,15437,1080,0.458,1.1e+03,0.98,-0.554
JB409847,15438,1084,0.458,1.1e+03,0.984,-0.481
JB409847,15439,1086,0.458,1.1e+03,0.985,-0.444
JB409847,15440,1088,0.453,1.1e+03,0.987,-0.408
JB409847,15441,1086,0.458,1.1e+03,0.985,-0.444
JB409847,15442,1086,0.458,1.1e+03,0.985,-0.444
JB409847,15443,1086,0.458,1.1e+03,0.985,-0.444
JB409847,15444,1088,0.458,1.1e+03,0.987,-0.408
JB409847,15445,1089,0.453,1.1e+03,0.988,-0.389
JB409847,15446,1093,0.453,1.1e+03,0.992,-0.316
JB409847,15447,1088,0.458,1.1e+03,0.987,-0.408
JB409847,15448,1088,0.453,1.1e+03,0.987,-0.408
JB409847,15449,1084,0.448,1.1e+03,0.984,-0.481
JB409847,15450,1084,0.448,1.1e+03,0.984,-0.481
JB409847,15451,1086,0.448,1.1e+03,0.985,-0.444
JB409847,15452,1084,0.443,1.1e+03,0.984,-0.481
JB409847,15453,1083,0.443,1.1e+03,0.983,-0.499
JB409847,15454,1081,0.443,1.1e+03,0.981,-0.536
JB409847,15455,1084,0.438,1.1e+03,0.984,-0.481
JB409847,15456,1085,0.438,1.1e+03,0.985,-0.463
JB409847,15457,1082,0.438,1.1e+03,0.982,-0.517
JB409847,15458,1085,0.443,1.1e+03,0.985,-0.463
JB409847,15459,1088,0.438,1.1e+03,0.987,-0.408
JB409847,15460,1086,0.438,1.1e+03,0.985,-0.444
JB409847,15461,1086,0.443,1.1e+03,0.985,-0.444
JB409847,15462,1088,0.438,1.1e+03,0.987,-0.408
JB409847,15463,1089,0.438,1.1e+03,0.988,-0.389
JB409847,15464,1089,0.438,1.1e+03,0.988,-0.389
JB409847,15465,1086,0.438,1.1e+03,0.985,-0.444
JB409847,15466,1083,0.438,1.1e+03,0.983,-0.499
